EHA_PtID,PtName,County,State,Lat,Lon,Pt_Own,OwType,Dam_Own,Type,EIA_PtID,FC_Dock,FcIssue,FcExpire,Mode,Pm_Type,Number_of_Units,CH_MW,CH_MWh,CH_Pf,CH_OpYear,PS_MW,PS_MWh,PS_Pf,PS_OpYear,Water,HUC,NID_ID,ReEDSPCA,NERC,BACode,Sector,Trans
hc7262_p01,Glencoe Mill,Alamance,NC,36.1405,-79.4321,State Hydro,Private Non-utility,State Hydro,HY,,P-7404,30702,,,FERC Exemption,3,0.284,1050,42.20529,1984,,,,,Haw River,303000204,NC04759,98,SERC,,,
hc7263_p01,Union Street,Hillsborough,NH,42.8872,-71.9839,American Hydro Power Company,Private Non-utility,American Hydro Power Company,HY,,P-7410,30904,49152,,FERC License,1,0.26,,,1990,,,,,Nubanusit Brook,107000301,NH83031,130,NPCC,,,
hc7264_p01,Kingsbury,Washington,VT,44.3032,-72.4475,Kingsbury Hydroelectric Company,Private Non-utility,Kingsbury Hydroelectric Company,HY,,P-7434,30633,,,FERC Exemption,3,0.22,600,31.13325,,,,,,Kingsbury Branch Winooski Rive,201000302,VT00081,129,NPCC,,,
hc7265_p01,Portneuf Diversion,Bannock,ID,42.6237,-111.995,"Commercial Energy Management, Inc.",Private Non-utility,"Commercial Energy Management, Inc.",HY,,P-7447,31770,50005,Run-of-river,FERC License,1,0.9,3900,49.46728,1993,,,,,Portneuf River,1704020802,,16,WECC,,,
hc7266_p01,Marden Brook,Coos,NH,44.457,-71.4921,Margaret Moser,Private Non-utility,Margaret Moser,HY,,P-7464,30658,,,FERC Exemption,1,0.0055,15,31.13325,1985,,,,,Marden Brook,108010108,,130,NPCC,,,
hc7267_p01,Gilman Stream,Somerset,ME,44.9239,-70.0244,Gilman Stream Hydro,Private Non-utility,Gilman Stream Hydro,HY,,P-7473,31940,,,FERC Exemption,1,0.12,672,63.92694,1911,,,,,Gilman Stream,103000307,ME00320,134,NPCC,,,
hc7268_p01,Burt Dam,Niagara,NY,43.3137,-78.716,"Ampersand Olcott Harbor Hydro, LLC",Private Non-utility,"Ampersand Olcott Harbor Hydro, LLC",HY,,P-7477,31542,,,FERC Exemption,1,0.6,2223.633,42.30656,1987,,,,,Eighteen Mile Creek,413000107,NY00745,127,NPCC,,,
hc7269_p01,Coleridge,Randolph,NC,35.639,-79.6173,"Deep River Hydro, Inc.",Industrial,"Deep River Hydro, Inc.",HY,,P-7478,31225,,,FERC Exemption,2,0.48,2500,59.45586,1986,,,,,Deep River,303000302,NC83016,97,SERC,,,
hc7270_p01,CPUD Middle Fork,Calaveras,CA,38.3848,-120.443,Calaveras Public Utility District,Publicly Owned Utility,Calaveras Public Utility District,HY,,P-7506,30822,,,FERC Exemption,2,0.23,992,49.23566,1985,,,,,Middle Fork Mokelumne River,1804001202,CA00307,9,WECC,,,
hc7271_p01,Little Wood River,Lincoln,ID,42.9635,-114.566,"Arkoosh Hydro, Inc.",Private Non-utility,"Arkoosh Hydro, Inc.",HY,,P-7530,30780,,Run-of-river,FERC Exemption,2,1.014,2970,33.43601,1986,,,,,Little Wood River,1704022109,ID00041,15,WECC,,,
hc7271_p02,Little Wood River Ranch 2,Lincoln,ID,42.96335,-114.566,William Arkoosh,Private Non-utility,William Arkoosh,HY,,P-14154,41375,59622,Run-of-river,FERC License,2,1.23,5323,49.40231,2016,,,,,LITTLE WOOD RIVER,1704022109,ID00041,15,WECC,,,
hc7272_p01,Maxwell Powerhouse,Boulder,CO,40.1333,-105.15,City of Boulder,Publicly Owned Utility,City of Boulder,HY,,P-7564,30653,,Canal/Conduit,FERC Exemption,1,0.068,520,87.29519,1985,,,,,City of Boulder's water supply sys,1019000503,,33,WECC,,,
hc7273_p01,South Bend,St Joseph,IN,41.67609,-86.2462,"South Bend, City of",Private Non-utility,"South Bend, City of",HY,,P-7569,30785,,,FERC Exemption,1,0.05,275.7353,62.95326,,,,,,St Joseph River,405000122,IN00807,105,RFC,,,
hc7274_p01,Burton Creek,Lewis,WA,46.54248,-121.75,"Sollos Energy, LLC.",Private Non-utility,"Sollos Energy, LLC.",HY,,P-7577,31310,,,FERC Exemption,1,0.56,3500,71.34703,1996,,,,,BURTON CREEK,1708000405,,2,WECC,,,
hc7275_p01,Vanjop Powerhouse No. 1,PlacerÃƒâ€šÃ‚Â ,CA,39.0058,-121.375,South Sutter Water District,Publicly Owned Utility,South Sutter Water District,HY,,P-7580,30856,,Canal/Conduit,FERC Exemption,3,0.35,1210,39.4651,,,,,,CONVEYANCE CANAL,1802012605,,9,WECC,,,
hc7276_p01,Jackson Mills,Hillsborough,NH,42.7635,-71.4645,"CITY OF NASHUA , NEW HAMPSHIRE",Publicly Owned Utility,"CITY OF NASHUA , NEW HAMPSHIRE",HY,,P-7590,30791,,,FERC Exemption,1,1,4000,45.6621,1984,,,,,Nashua River,107000404,NH00121,130,NPCC,,,
hc7277_p01,Wight Brook,Oxford,ME,44.5777,-70.8644,James D. Sysko,Private Non-utility,James D. Sysko,HY,,P-7591,30668,,,FERC Exemption,1,0.03,197.1,75,1984,,,,,Wight Brook,104000202,,134,NPCC,,,
hc7278_p01,Faulkner Hydro Plant,Gooding,ID,42.9583,-115.025,Faulkner Land & Livestock Co.,Private Non-utility,Faulkner Land & Livestock Co.,HY,,P-7592,30833,,Canal/Conduit,FERC Exemption,1,0.87,173.321,2.274196,1987,,,,,Conduit,1704021212,,15,WECC,,,
hc7279_p01,Whittles Mill Dam,Mecklenburg,VA,36.8018,-78.1692,"Rockfish Corporation, Inc",Private Non-utility,"Rockfish Corporation, Inc",HY,,P-7630,30819,,,FERC Exemption,2,0.17,1225,82.25893,,,,,,Meherrin River,301020403,VA11706,99,SERC,,,
hc7280_p01,Buttermilk Falls,Orange,NY,41.3699,-73.9627,"VILLAGE  HIGHLAND FALLS HP UTL, LDC",Private Non-utility,"VILLAGE  HIGHLAND FALLS HP UTL, LDC",HY,,P-7656,31582,46199,Run-of-river,FERC License,2,0.079,262.8,37.97468,1986,,,,,Buttermilk Falls Brook,202000805,,127,NPCC,,,
hc7282_p01,Jim Knight,Gooding,ID,42.9278,-114.61,Mutual Hydro Company,Private Non-utility,Mutual Hydro Company,HY,,P-7686,30756,,Canal/Conduit,FERC Exemption,3,0.289,2000,79.00017,1984,,,,,South Gooding Main Canal,1704022109,,15,WECC,,,
hc7283_p01,O J Power Hydro,"Bannock, Oneida",ID,42.3498,-112.246,O J Power Company,Private Non-utility,O J Power Company,HY,,P-7719,31305,,,FERC Exemption,1,0.188,1400,85.00923,1986,,,,,Mill Creek,1704020803,,16,WECC,,,
hc7284_p01,Long Shoals,Lincoln,NC,35.4131,-81.2422,"Steve Mason Enterprises, Inc.",Industrial,"Steve Mason Enterprises, Inc.",HY,,P-7742,30877,,,FERC Exemption,2,0.9,,,1984,,,,,South Fork Catawba River,305010205,NC00372,97,SERC,,,
hc7285_p01,Barney Creek,Park,MT,45.481,-110.548,James Walker Sievers,Private Non-utility,James Walker Sievers,HY,,P-7754,30778,,,FERC Exemption,1,0.068,350,58.75638,1985,,,,,Barney Creek,1007000204,,18,WECC,,,
hc7287_p01,Ashuelot Paper,Cheshire,NH,42.7897,-72.4556,Ashuelot River Hydro Inc.,Private Non-utility,Ashuelot River Hydro Inc.,HY,,P-7791,31619,,,FERC Exemption,3,0.81,,,1987,,,,,Ashuelot River,108020104,NH00274,130,NPCC,,,
hc7288_p01,North Willow Creek Diversion,Madison,MT,45.6414,-111.919,Gerald and Glenda Ohs,Private Non-utility,Gerald and Glenda Ohs,HY,,P-7804,31389,49639,Run-of-river,FERC License,1,0.4,2720,77.62557,1988,,,,,North Willow Creek,1002000507,,17,WECC,,,
hc7289_p01,Emerson Falls,Caledonia,VT,44.435,-72.0389,Emerson Falls Hydro Associates,Private Non-utility,Emerson Falls Hydro Associates,HY,,P-7809,31070,,,FERC Exemption,1,0.25,800,36.52968,1985,,,,,Sleepers River,108010204,,129,NPCC,,,
hc7290_p01,Pocono Lake,Monroe,PA,41.0962,-75.5423,Pocono Lake Preserve,Private Non-utility,Pocono Lake Preserve,HY,,P-7832,30888,,,FERC Exemption,3,0.291,1213,47.5843,1986,,,,,Tobyhanna Creek,204010601,PA00781,122,RFC,,,
hc7292_p01,Nicholson-Rocky Run Creek,Butte,ID,44.0058,-113.139,Orville Nicholson,Private Non-utility,Orville Nicholson,HY,,P-7865,31162,,Canal/Conduit,FERC Exemption,1,0.45,274,6.950786,1986,,,,,Rocky Run Creek,1704021706,,15,WECC,,,
hc7293_p01,Weston,Coos,NH,44.5929,-71.5155,Powerhouse Systems,Private Non-utility,Powerhouse Systems,HY,,P-7883,31330,45926,Run-of-river,FERC License,2,0.54,1725,36.46626,1987,,,,,Upper Ammonoosuc River,108010107,NH00369,130,NPCC,,,
hc7294_p01,Fisheries Development,Gooding,ID,42.82417,-114.873,Fisheries Development Company,Private Non-utility,Fisheries Development Company,HY,,P-7885,31185,,Canal/Conduit,FERC Exemption,2,0.249,2000,91.69096,1990,,,,,Billingsley Creek,1704021211,,16,WECC,,,
hc7295_p01,Comtu Falls,Windsor,VT,43.2989,-72.4832,Comtu Falls Corporation & Comtu Falls Associates,Private Non-utility,Comtu Falls Corporation & Comtu Falls Associates,HY,,P-7888,31606,46199,Run-of-river,FERC License,1,0.46,2367.7,58.75769,1989,,,,,Black River,108010605,VT83029,129,NPCC,,,
hc7296_p01,Wright Ranch Diversion,Sierra,CA,39.5367,-120.876,Elizabeth Bertillion Smart,Private Non-utility,Elizabeth Bertillion Smart,HY,,P-7893,31001,,,FERC Exemption,1,0.02,130,74.20091,,,,,,Rock Creek,1802012503,,9,WECC,,,
hc7297_p01,Shadybrook Powerhouse,Tuolumne,CA,38.0448,-120.235,Twain Harte Community Services,Publicly Owned Utility,Twain Harte Community Services,HY,,P-7908,30870,,Canal/Conduit,FERC Exemption,1,0.0262,,,,,,,,Tuolumne Utilities District,1804000911,,9,WECC,,,
hc7299_p01,Gansner,Plumas,CA,39.9383,-120.96,WILLIAM SHELTON,Private Non-utility,WILLIAM SHELTON,HY,,P-7919,30861,,Canal/Conduit,FERC Exemption,1,0.25,,,1985,,,,,Gansner Creek,1802012208,,9,WECC,,,
hc7300_p01,Waterloom Falls,Hillsborough,NH,42.7497,-71.8367,"TRIDAM ENERGY, LLC",Private Non-utility,"TRIDAM ENERGY, LLC",HY,,P-7920,31112,,,FERC Exemption,1,0.15,,,1981,,,,,Souhegan River,107000609,NH00355,130,NPCC,,,
hc7301_p01,Otis Falls,Hillsborough,NH,42.767,-71.8125,"TRIDAM ENERGY, LLC",Private Non-utility,"TRIDAM ENERGY, LLC",HY,,P-7921,31112,,,FERC Exemption,1,0.2,360,20.54795,1983,,,,,Souhegan River,107000609,NH00041,130,NPCC,,,
hc7302_p01,Chamberlain Falls,Hillsborough,NH,42.7688,-71.8109,"TRIDAM ENERGY, LLC",Private Non-utility,"TRIDAM ENERGY, LLC",HY,,P-7922,31112,,,FERC Exemption,1,0.13,380,33.36846,1984,,,,,Souhegan River,107000609,,130,NPCC,,,
hc7303_p01,29 Mile Creek Diversion,El Dorado,CA,38.7728,-120.36,Larry Hensley,Private Non-utility,Larry Hensley,HY,,P-7931,31647,49883,Run-of-river,FERC License,1,0.03,130,49.46728,,,,,,SF American River - Unnamed Tr,1802012903,,9,WECC,,,
hc7304_p01,Pettyboro Brook,Grafton,NH,44.1949,-71.9652,Robert McHugh,Private Non-utility,Robert McHugh,HY,,P-7961,31053,49305,Run-of-river,FERC License,1,0.058,302,59.43946,1985,,,,,Pettyboro Brook,108010305,,130,NPCC,,,
hc7305_p01,Foss Mill,Waldo,ME,44.5316,-69.1455,Lesia Sochor,Private Non-utility,Lesia Sochor,HY,,P-7979,30842,,,FERC Exemption,1,0.015,,,1985,,,,,Marsh Stream,102000509,ME83023,134,NPCC,,,
hc7306_p01,Deer Creek Diversion,Tulare,CA,35.8762,-118.69,Daniel M. Bates,Private Non-utility,Daniel M. Bates,HY,,P-7981,31366,,,FERC Exemption,1,0.385,1060,31.42976,1989,,,,,Deer Creek,1803000501,,10,WECC,,,
hc7307_p01,Celley Mill Hydro Station,Grafton,NH,43.9698,-72.0817,"KC PITTSFIELD, LLC",Private Non-utility,"KC PITTSFIELD, LLC",HY,,P-7982,30944,,,FERC Exemption,1,0.14,626,51.04371,1984,,,,,Eastman Brook,108010402,,130,NPCC,,,
hc7308_p01,High Falls,Moore,NC,35.4778,-79.5255,"UP PROPERTY 2, LLC.",Industrial,"UP PROPERTY 2, LLC.",HY,,P-7987,30932,,,FERC Exemption,3,0.6,3154,60.00761,1984,,,,,Deep River,303000304,,98,SERC,,,
hc7309_p01,Moomaws,Rockbridge,VA,37.7442,-79.3675,COLUMBIA MILLS HYDROELECTRIC  LP,Private Non-utility,COLUMBIA MILLS HYDROELECTRIC  LP,HY,,P-8005,30849,,,FERC Exemption,1,0.52,2700,59.27292,,,,,,Maury River,208020205,VA163010,99,SERC,,,
hc7310_p01,Hunts Pond,Worcester,MA,42.6791,-72.0478,"O'Connell Engineering & Financial, Inc.",Private Non-utility,"O'Connell Engineering & Financial, Inc.",HY,,P-8012,31092,,,FERC Exemption,2,0.12,,,1986,,,,,Millers River,108020201,MA00634,131,NPCC,,,
hc7311_p01,Slack,Windsor,VT,43.2974,-72.4834,Springfield Hydroelectric Company,Private Non-utility,Springfield Hydroelectric Company,HY,,P-8014,31315,,Run-of-river,FERC Exemption,1,0.4,2129,60.75913,1986,,,,,Black River,108010605,,129,NPCC,,,
hc7312_p01,Shawano Paper Mills,Shawano,WI,44.7833,-88.6167,"NEW Hydro, Inc",Private Non-utility,"NEW Hydro, Inc",HY,,P-8015,31128,,Run-of-river,FERC Exemption,2,0.36,1041,33.00989,,,,,,Wolf Creek,403020207,WI83009,76,MRO,,,
hc7313_p01,Sagebrush,Gooding,ID,42.9481,-114.591,Mutual Hydro Company,Private Non-utility,Mutual Hydro Company,HY,,P-8046,30856,,Canal/Conduit,FERC Exemption,3,0.315,2100,76.1035,1985,,,,,South Gooding Main Canal,1704022109,,15,WECC,,,
hc7314_p01,Willimantic No. 2 - Spool Dam,Windham,CT,41.7098,-72.2102,Willimantic Power Corporation,Private Non-utility,Willimantic Power Corporation,HY,,P-8047,31332,45926,Run-of-river,FERC License,1,0.77,2200,32.61579,1990,,,,,Willimantic River,110000201,,132,NPCC,,,
hc7315_p01,Willimantic No. 1,Windham,CT,41.7103,-72.2042,Willimantic Power Corporation,Private Non-utility,Willimantic Power Corporation,HY,,P-8051,31386,45987,Run-of-river,FERC License,1,0.77,2850,42.25227,1990,,,,,Willimantic River,110000201,,132,NPCC,,,
hc7316_p01,Methuen Falls,Essex,MA,42.727,-71.1889,Methuen Falls Hydro Electric Company,Private Non-utility,Methuen Falls Hydro Electric Company,HY,,P-8093,31493,46077,Run-of-river,FERC License,2,0.357,1600,51.16202,1988,,,,,Spicket River,107000611,MA00178,131,NPCC,,,
hc7318_p01,Boulder Creek Diversion,Del Norte,CA,41.721,-123.975,Clarke N. Moore,Private Non-utility,Clarke N. Moore,HY,,P-8153,30997,,Run-of-river,FERC Exemption,1,0.00055,3.744,77.70859,1985,,,,,South Fork Smith River,1801010103,,9,WECC,,,
hc7319_p01,Picay Powerhouse,Santa Barbara,CA,34.4495,-119.579,Montecito Water District,Publicly Owned Utility,Montecito Water District,HY,,P-8210,30896,,Canal/Conduit,FERC Exemption,1,0.149,979,75.00536,1987,,,,,PICAY PRESSURE BREAK (CONDUIT),1806001302,,9,WECC,,,
hc7321_p01,Lower Robertson,Cheshire,NH,42.7889,-72.443,Ashuelot River Hydro Inc.,Private Non-utility,Ashuelot River Hydro Inc.,HY,,P-8235,31619,,,FERC Exemption,3,0.81,,,1987,,,,,Ashuelot River,108020104,NH00276,130,NPCC,,,
hc7322_p01,Ladd's Mill,Washington,VT,44.3723,-72.5457,"Worcester Hydro Company, Inc.",Private Non-utility,"Worcester Hydro Company, Inc.",HY,,P-8242,31204,,,FERC Exemption,1,0.187,735,44.86851,1986,,,,,North Branch Winooski River,201000303,VT00170,129,NPCC,,,
hc7323_p01,Chippewa Reservoir,Sawyer,WI,45.8883,-91.0771,Northern States Power Co,Investor-Owned Utility,Northern States Power Co,HY,,P-8286,30948,,,FERC Exemption,3,3.1,,,,,,,,Chippewa River,705000105,WI00797,46,MRO,,,
hc7324_p01,Deep Springs Powerhouse,Inyo,CA,37.3762,-117.981,Deep Springs College,Private Non-utility,Deep Springs College,HY,,P-8319,31052,,Canal/Conduit,FERC Exemption,1,0.1,508,57.99087,1989,,,,,WYMAN CREEK,1809020101,,10,WECC,,,
hc7325_p01,Killington,Rutland,VT,43.6802,-72.7876,Killington Hydroelectric Company,Private Non-utility,Killington Hydroelectric Company,HY,,P-8354,31315,,,FERC Exemption,3,0.1,350,39.95434,1985,,,,,Kent Brook,108010602,,129,NPCC,,,
hc7326_p01,Strawberry Creek,Park,MT,45.4372,-110.571,South Dry Creek Partnership,Private Non-utility,South Dry Creek Partnership,HY,,P-8359,31310,,,FERC Exemption,1,0.275,1200,49.8132,1987,,,,,Strawberry Creek,1007000204,,18,WECC,,,
hc7327_p01,Lake Flower,Franklin,NY,44.3244,-74.1329,"Village of Saranac Lake, NY",Publicly Owned Utility,"Village of Saranac Lake, NY",HY,,P-8369,32072,46656,Run-of-river,FERC License,1,0.2,892,50.91324,1996,,,,,Saranac River,201000602,NY00707,127,NPCC,,,
hc7329_p01,Rapidan Mill,Orange,VA,38.31,-78.0656,"Hall, Melvin R.",Private Non-utility,"Hall, Melvin R.",HY,,P-8402,31220,,,FERC Exemption,2,0.105,843,91.65036,1985,,,,,Rapidan River,208010310,,99,SERC,,,
hc7330_p01,Old Sparhawk Mill,Cumberland,ME,43.8015,-70.1828,"Sparhawk Mill Associates, LLC",Private Non-utility,"Sparhawk Mill Associates, LLC",HY,,P-8417,31186,,,FERC Exemption,3,0.27,1000,42.27972,1985,,,,,Royal River,106000102,ME00187,134,NPCC,,,
hc7331_p01,Schaffner,Lemhi,ID,45.0915,-113.623,"Lemhi Hydro Power, Inc.",Private Non-utility,"Lemhi Hydro Power, Inc.",HY,,P-8438,31079,,Canal/Conduit,FERC Exemption,1,0.45,1750,44.39371,1986,,,,,Irrigation Conduit,1706020408,,15,WECC,,,
hc7332_p01,Stony Brook,Oxford,ME,44.5134,-70.7692,Small Hydro East,Private Non-utility,Small Hydro East,HY,,P-8450,31312,,,FERC Exemption,1,0.035,,,,,,,,Stony Brook,104000202,ME83024,134,NPCC,,,
hc7333_p01,L&M Angus Ranch-Upper,Custer,ID,44.4167,-114.115,"Shiloh Warm Springs Ranch, LLC.",Private Non-utility,"Shiloh Warm Springs Ranch, LLC.",HY,,P-8498,31367,49609,Run-of-river,FERC License,1,0.35,1996.604,65.12082,1991,,,,,Warm Springs Creek,1706020115,,15,WECC,,,
hc7334_p01,L&M Angus Ranch-Lower,Custer,ID,44.4714,-114.158,"Shiloh Warm Springs Ranch, LLC.",Private Non-utility,"Shiloh Warm Springs Ranch, LLC.",HY,,P-8498,31367,49609,Run-of-river,FERC License,1,0.51,2909.338,65.12082,1991,,,,,Warm Springs Creek,1706020118,,15,WECC,,,
hc7335_p01,Abbott's Mill,Oxford,ME,44.4752,-70.6297,Abbott's Mills Hydro-Electric Company,Private Non-utility,Abbott's Mills Hydro-Electric Company,HY,,P-8505,31073,,,FERC Exemption,2,0.09,,,1985,,,,,Concord River,104000204,ME83025,134,NPCC,,,
hc7336_p01,North East Hydro Station,Erie,PA,42.1943,-79.818,"Borough of North East, PA",Publicly Owned Utility,"Borough of North East, PA",HY,,P-8514,31175,,Canal/Conduit,FERC Exemption,1,0.07,265,43.21592,1986,,,,,Filtration Plant Conduit,412010104,,122,RFC,,,
hc7337_p01,Rock Creek Powerhouse,Calaveras,CA,37.9753,-120.8,Rock Creek Water District,Publicly Owned Utility,Rock Creek Water District,HY,,P-8533,31175,,Canal/Conduit,FERC Exemption,1,0.7,3000,48.92368,1985,,,,,Rock Creek Ditch-conduit,1804005101,,9,WECC,,,
hc7338_p01,Pine Creek,Park,MT,45.5021,-110.538,Allen Rae Carter,Private Non-utility,Allen Rae Carter,HY,,P-8546,31613,49852,,FERC License,1,0.373,,,1988,,,,,Pine Creek,1007000204,,18,WECC,,,
hc7339_p01,Granite Creek Diversion,Juab,UT,39.7778,-113.861,Deep Creek Mountains Ranch,Private Non-utility,Deep Creek Mountains Ranch,HY,,P-8597,31833,,,FERC Exemption,1,0.125,495,45.20548,1991,,,,,Granite Creek,1602030601,,25,WECC,,,
hc7340_p01,Fiske Mill,Cheshire,NH,42.7858,-72.4822,"Fiske Hydro, Inc.",Private Non-utility,"Fiske Hydro, Inc.",HY,,P-8615,31380,45987,Run-of-river,FERC License,4,0.81,3500,49.32634,1987,,,,,Ashuelot River,108020104,NH00412,130,NPCC,,,
hc7341_p01,Seabright,Knox,ME,44.2235,-69.08,Town of Camden Wastewater Department,Publicly Owned Utility,Town of Camden Wastewater Department,HY,,P-8640,31214,,,FERC Exemption,2,0.094,288,34.97523,1987,,,,,Megunticook River,105000222,ME00277,134,NPCC,,,
hc7343_p01,Little Gold Diversion,Granite,MT,46.4142,-113.128,Boulder Hydro Limited Partnership,Private Non-utility,Boulder Hydro Limited Partnership,HY,,P-8660,31407,49639,,FERC License,1,0.45,,,1988,,,,,Little Gold Creek,1701020203,,17,WECC,,,
hc7344_p01,Lakeview,Chesterfield,VA,37.2717,-77.4182,"Colonial Heights, City of",Publicly Owned Utility,"Colonial Heights, City of",HY,,P-8682,31991,,,FERC Exemption,1,0.4,,,1989,,,,,Swift Creek,208020709,VA570001,99,SERC,,,
hc7345_p01,Amy Ranch-Black Creek,Butte,ID,44.1818,-113.27,New Energy Inc,Private Non-utility,New Energy Inc,HY,,P-8700,33964,,Canal/Conduit,FERC Exemption,1,0.65,,,1986,,,,,Black Creek,1704021705,,15,WECC,,,
hc7346_p01,Nichols Gap,Jackson,OR,42.4833,-122.75,Oregon Dept of Energy,State,Oregon Dept of Energy,HY,,P-8704,31315,,,FERC Exemption,1,0.9,2660,33.73922,1987,,,,,"Unnamed Stream, Nicolas Branch",1710030708,,6,WECC,,,
hc7348_p01,Upper Cold Springs Powerhouse,SiskiyouÃƒâ€šÃ‚Â ,CA,41.9298,-122.352,J. N. and H.E. Foster and R.Z. Walker,Private Non-utility,J. N. and H.E. Foster and R.Z. Walker,HY,,P-8726,31116,,Canal/Conduit,FERC Exemption,1,0.066,462,79.90868,,,,,,UPPER COLD SPRINGS,1801020607,,8,WECC,,,
hc7349_p01,Upper Pine Creek,Lincoln,MT,48.65,-116.033,G Wesley White,Private Non-utility,G Wesley White,HY,,P-8727,31310,,,FERC Exemption,1,0.012,43.2,41.09589,1985,,,,,Pine Creek,1701010402,,17,WECC,,,
hc7350_p01,Pioneer,Somerset,ME,44.786,-69.38,Christopher M. Anthony,Private Non-utility,Christopher M. Anthony,HY,,P-8736,31196,,,FERC Exemption,2,0.3,1100,41.85693,1986,,,,,West Branch Sebasticook River,103000317,ME00110,134,NPCC,,,
hc7351_p01,Starks,Somerset,ME,44.7305,-69.9625,"R.J. Fortier Hydropower, Inc.",Private Non-utility,"R.J. Fortier Hydropower, Inc.",HY,,P-8791,31176,,,FERC Exemption,2,0.035,100,32.61579,1985,,,,,Lemon Stream,103000312,,134,NPCC,,,
hc7352_p01,Pah Tempe Powerhouse,Washington,UT,37.1904,-113.276,Washington County Water Conservancy District,Publicly Owned Utility,Washington County Water Conservancy District,HY,,P-8811,31276,,Canal/Conduit,FERC Exemption,1,0.597,4975,95.12938,1987,,,,,Virgin River,1501000805,,25,WECC,,,
hc7353_p01,Eklutna  Energy Recovery Sta,,AK,61.2194,-149.729,Municipality of Anchorage,Publicly Owned Utility,Municipality of Anchorage,HY,,P-8827,31204,,Canal/Conduit,FERC Exemption,1,0.75,,,1988,,,,,ANCHORAGE WATER & WASTEWATER PL,,,1900,,,,
hc7354_p01,Otter Creek,Lewis,NY,43.7246,-75.359,"Tug Hill Energy, Inc.",Private Non-utility,"Tug Hill Energy, Inc.",HY,,P-8841,31294,,,FERC Exemption,1,0.525,1800,39.13894,1986,,,,,Otter Creek,415010108,,127,NPCC,,,
hc7355_p01,Stevenson No. 1,Gooding,ID,42.8964,-114.94,Stanley Standal,Private Non-utility,Stanley Standal,HY,,P-8865,31484,45469,Run-of-river,FERC License,1,0.115,644.28,63.95473,,,,,,Unnamed Creek,1704021213,,15,WECC,,,
hc7356_p01,Stevenson No. 2,Gooding,ID,42.9043,-114.95,"Black Canyon Bliss, LLC.",Private Non-utility,"Black Canyon Bliss, LLC.",HY,,P-8866,31484,45347,Run-of-river,FERC License,1,0.085,491.4,65.99517,1984,,,,,Unnamed Creek ( Spring Fed),1704021213,,15,WECC,,,
hc7357_p01,Armstrong-Keta,Sitka Division,AK,56.2989,-134.679,"Armstrong-Keta, Inc.",Private Non-utility,"Armstrong-Keta, Inc.",HY,,P-8875,31309,,Canal/Conduit,FERC Exemption,1,0.08,700,99.88584,,,,,,Jetty Lake Creek,,,1900,,,,
hc7358_p01,Tannery Pond,Worcester,MA,42.6804,-72.0538,"French River Land Company, Inc.",Private Non-utility,"French River Land Company, Inc.",HY,,P-8895,32248,,Run-of-river,FERC Exemption,2,0.189,650,39.25974,2000,,,,,Millers River,108020201,MA00854,131,NPCC,,,
hc7359_p01,Power Canal Diversion,Mendocino,CA,39.3492,-123.122,FAR WEST POWER CORPORATION,Private Non-utility,FAR WEST POWER CORPORATION,HY,,P-8936,31430,44661,Run-of-river,FERC License,2,0.4,2100,59.93151,1987,,,,,Powerhouse Discharge Canal,1801011001,,9,WECC,,,
hc7360_p01,North Division Street,Cayuga,NY,42.932,-76.5852,"City of Auburn, NY",Publicly Owned Utility,"City of Auburn, NY",HY,,P-8949,31438,,,FERC Exemption,1,0.75,,,1992,,,,,Owasco Lake Outlet,414020113,NY11430,127,NPCC,,,
hc7361_p01,Kohler Powerhouse,Boulder,CO,40.0333,-105.317,City of Boulder,Publicly Owned Utility,City of Boulder,HY,,P-8962,31219,,Canal/Conduit,FERC Exemption,2,0.15,770,58.5997,1986,,,,,BOULDER WATER SUPPLY SYSTEM,1019000504,,33,WECC,,,
hc7362_p01,Silver Springs Powerhouse,Shasta,CA,40.94,-121.991,Mega Renewables,Private Non-utility,Mega Renewables,HY,,P-8975,31302,,,FERC Exemption,1,0.6,4000,76.1035,1987,,,,,SILVER SPRINGS,1802000311,,9,WECC,,,
hc7363_p01,White Bridge,Ionia,MI,43.0206,-85.2928,White Bridge Hydro Company,Private Non-utility,White Bridge Hydro Company,HY,,P-8999,31406,,,FERC Exemption,3,0.775,3000,44.18913,1984,,,,,Flat River,405000602,MI00505,103,RFC,,,
hc7364_p01,Morrow,Kalamazoo,MI,42.2825,-85.4915,STS HydroPower Ltd.,Private Non-utility,STS HydroPower Ltd.,HY,,P-9000,31249,,,FERC Exemption,4,0.88,4500,58.37484,1984,,,,,Kalamazoo River,405000305,MI00146,104,RFC,,,
hc7365_p01,Bell Powerhouse,PlacerÃƒâ€šÃ‚Â ,CA,38.9093,-121.091,Swiss American Company,Private Non-utility,Swiss American Company,HY,,P-9032,31282,,Canal/Conduit,FERC Exemption,1,0.1,290,33.10502,1985,,,,,LOWER FIDDLER GREEN CANAL,1802016101,,9,WECC,,,
hc7366_p01,Biggs Creek Diversion,Clark,WA,45.8429,-122.45,Fredrick Earl Pickering,Private Non-utility,Fredrick Earl Pickering,HY,,P-9044,31526,49761,,FERC License,1,0.015,50,38.05175,1987,,,,,"Bigg's Creek, Charley Creek",1708000205,,2,WECC,,,
